GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
1.000000000000000000e+00,0.000000000000000000e+00,3.734324412752446087e-02,7.259130317771214091e-01,6.983448037248840556e-01,2.966969801317433930e-01,0.000000000000000000e+00,9.839724882252808280e-01,1.000000000000000000e+00,6.850744943844144785e-01,8.921494696286339510e-01,0.000000000000000000e+00,7.064034569150879905e-01,0.000000000000000000e+00,6.410650983760662891e-01,3.555267079855090051e-01,5.619633635210218303e-01,3.343663350187570799e-02,1.000000000000000000e+00
4.769952544038271181e-01,4.933739323106375863e-01,7.868372653286541396e-02,9.495037809028632481e-01,8.001019586314792598e-01,2.979841264556402636e-01,2.556442319923076245e-01,8.816760815077775426e-01,7.521986970364511471e-01,9.078928025144830660e-02,9.346164749890976120e-01,2.347674580938572189e-02,6.162667342258280057e-01,2.827313540968816041e-01,4.647589888967944005e-01,7.717372576202007339e-01,5.629982997080684726e-01,3.347740988419507790e-02,1.000000000000000000e+00
4.183771791157837594e-01,7.276807369737504638e-01,2.436774108710406117e-01,9.446348093343945873e-01,8.085627655849708662e-01,2.770773374275588563e-01,3.612851303180039109e-01,9.497872653433382384e-01,7.693494501163002930e-01,1.927604800400826157e-01,9.909490686493850342e-01,1.279879868304934637e-02,6.055813875710808203e-01,2.841199999220689332e-01,1.859339068255494443e-01,3.692771741044144629e-01,5.242265495659612640e-01,4.155113358342848312e-02,1.000000000000000000e+00
0.000000000000000000e+00,6.552198756557785497e-01,8.759081978546706670e-01,6.271818683017581497e-01,8.304198343757186462e-01,2.535182424983032368e-01,3.841310180946561625e-01,9.322493591348636199e-01,6.242683231048979930e-01,0.000000000000000000e+00,9.256387562932978375e-01,1.262975241398204412e-02,5.691312700847940276e-01,4.637807675625064130e-01,1.207616218054338997e-01,8.869988341362213813e-01,5.617470605498695591e-01,1.754199967378894387e-01,1.000000000000000000e+00
3.917227674784973246e-01,7.298079451439881682e-01,9.017360353340200252e-01,5.976493813265697508e-01,8.044089993700082042e-01,2.768058146268335129e-01,3.845905520169567993e-01,9.885700488155507726e-01,7.859620807725076208e-01,2.046646787650658050e-01,9.534468259136478219e-01,1.122604513906449303e-02,5.983905785944564348e-01,2.828997195231438000e-01,1.655926599685142719e-01,8.370424331477676061e-01,5.620199512396092389e-01,1.754607731202088017e-01,1.000000000000000000e+00
4.193731132799026207e-01,7.368765726041004438e-01,9.512592279064332468e-01,5.246143008039817479e-01,8.071210754481776828e-01,2.777580577515045834e-01,3.720484373023034141e-01,9.408557914634717578e-01,7.742854808848264048e-01,2.120718902366969250e-01,9.507546895663272490e-01,1.104520234005414159e-02,6.028099718247922345e-01,2.639648639979108591e-01,1.048148659313331565e-01,8.814165018411570518e-01,5.621585820843665315e-01,1.755015495025281369e-01,1.000000000000000000e+00
4.179618320940243215e-01,7.316996864905715992e-01,1.000000000000000000e+00,4.248046750749823741e-01,8.069924674960357036e-01,2.775619554920883969e-01,3.906659751853953644e-01,9.332669432751905525e-01,7.754295159056056042e-01,2.013236097678037795e-01,9.564100301400888515e-01,8.335812831625648289e-03,6.041997121973388118e-01,2.645139225115392678e-01,1.014592715720114419e-01,9.455997204242260201e-01,5.633502461345045731e-01,1.755831022671668629e-01,1.000000000000000000e+00
4.235129614664305819e-01,7.360300977017187884e-01,2.608688655272720647e-01,4.634043313036381173e-01,8.077491108960868083e-01,2.740588855960246484e-01,3.685863506903455655e-01,1.000000000000000000e+00,7.714513825704744088e-01,2.082857394930364703e-01,9.574652546138320286e-01,5.925706347973243304e-03,6.072591041985860860e-01,2.775920007540045309e-01,6.861789154158508541e-01,1.000000000000000000e+00,5.643248657624155840e-01,1.756238786494861981e-01,1.000000000000000000e+00
4.193578063823069635e-01,7.360610743076415607e-01,4.481652130448409155e-01,9.552152455889015847e-01,8.067220475551647452e-01,2.778403478438504215e-01,3.837381116083560806e-01,9.350144233402082339e-01,7.727346501197770445e-01,2.091680671972513117e-01,9.730364083023171906e-01,9.848607558766707057e-03,6.035220018188640623e-01,2.682571700885206245e-01,2.835615994589296696e-01,5.509717533324521854e-01,6.230308505581199086e-01,4.243598107975860567e-01,1.000000000000000000e+00
4.182622989545767278e-01,7.367275589255140034e-01,4.455254300903032649e-01,9.568366859388052204e-01,8.072089222629496019e-01,2.779060325179598667e-01,3.830024586509720996e-01,9.367490492270094116e-01,7.737984111412935517e-01,2.087881211271210291e-01,9.660327190812334486e-01,1.034774834148367850e-02,7.813892465118164044e-01,7.214293941656756415e-01,3.877171040405049673e-01,5.431982918672682015e-01,6.232996089115410143e-01,4.244005871799054197e-01,1.000000000000000000e+00
4.027597970949199357e-01,7.506443906939365140e-01,5.125528503201064456e-01,9.290759455713214487e-01,8.147963787724700202e-01,2.766003729378964104e-01,3.833744649850464592e-01,9.326305245317968451e-01,7.737694270303347999e-01,2.003629295532332322e-01,9.681789655404093864e-01,1.005373429364117728e-02,8.663979565424934082e-01,8.712108811543050058e-01,3.648522207370454851e-01,5.215470872458749518e-01,6.242204274681276699e-01,4.244413635622247272e-01,1.000000000000000000e+00
4.158796654684073779e-01,7.358357454804985709e-01,4.437661161615346073e-01,9.586639981802274058e-01,8.077785616596712126e-01,2.777317666289983999e-01,3.890845573250957812e-01,9.449967911396881526e-01,7.686794354966592913e-01,2.065427522618792089e-01,9.816292971362777786e-01,9.878440079478856273e-03,6.043447155911916280e-01,2.709082514332956104e-01,3.824046728822044217e-01,5.257713537091786016e-01,6.248095842750203133e-01,4.244821399445441457e-01,1.000000000000000000e+00
